LB,1,792d8bc8-b72c-4313-894a-cb8f0ac222b6,1560767360.0,41561163-8e70-4230-884d-cf115350e02c,CHALLENGE,CHALLENGING,0,CONTROL,1560767360.0,41561163-8e70-4230-884d-cf115350e02c
LB,1,c94f909e-df01-4515-9a22-65dbbe6530fc,1560767360.0,a32eaf99-3c9c-4a2e-9c24-518caff59b1b,WALK,NEUTRAL,90,CONTROL,1560767390.74,e1931b02-0f42-4ff1-a446-940e2904d5cc
LB,1,3998533e-7c93-4c29-a1ef-403c2b4559f7,1560767488.0,e9293e07-7c15-47c4-906c-4ff8822ef975,MAINTAIN,POSITIVE,0,CONTROL,1560767488.0,2861fc9d-eada-4cf7-9d7d-b5a1eb9d46a8
LB,1,221236a8-14ee-47a1-b0e1-6a014bc317aa,1560767488.0,37a75017-2649-4e44-a4fa-2b4cbace3138,MAINTAIN,POSITIVE,0,CONTROL,1560767488.0,37a75017-2649-4e44-a4fa-2b4cbace3138
LB,1,4dc77247-5efc-4689-9e2c-9bd22c40eb01,1560767488.0,501f00c6-bbea-4264-b812-058273bc1103,RUN,NEUTRAL,60,CONTROL,1560767480.74,f7cda050-e7d0-442f-9d57-f8f955ed089c
LB,1,c4780034-622c-4eac-9f0c-02ef9aeca3b5,1560767488.0,d891f439-a711-4e74-b27d-4320661ec6b9,CHALLENGE,CHALLENGING,0,CONTROL,1560767488.0,4b116a3d-f263-451e-84a2-52d289329d7f
LB,1,6105e89b-42bd-4ae3-b0fb-564284a94a89,1560767488.0,8c9ae15c-bc52-4f8f-a035-5b522819db08,WALK,NEUTRAL,90,CONTROL,1560767540.74,f1fb5204-30a3-42f9-ac50-632fde33083f
LB,1,8c0e93f0-bf7a-41ed-bb27-c698e53871eb,1560767616.0,d1c4aded-9863-46d5-8724-a06a0f020e2c,RUN,NEUTRAL,60,CONTROL,1560767630.74,8d78c8d7-c9a2-4979-a8e0-da995c4d19b9
LB,1,a197ca28-8471-415d-ae1e-7bf2691b1609,1560767744.0,6e6b692c-b790-4060-825e-2837de3f0796,WALK,NEUTRAL,90,CONTROL,1560767690.74,f4e86e2b-d13a-4dff-9ac4-cb2d87f6775c
LB,1,58ab4d0a-dbb3-44fe-ba5b-69fe2cab6ae4,1560767744.0,c0c49ab8-791e-4836-b487-a2ac6ed4a4c1,RUN,NEUTRAL,60,CONTROL,1560767780.74,5ac910cc-a21d-455b-8c0c-802faf3aaec1
